Speaker,Text
"C 40:2,22,24 46:15 47:18 48:","17,21 20 Congress's [8] 10:13 14: database [1] 17:17 25 58:6 "
"C 40:2,22,24 46:15 47:18 48:","chairs [1] 34:5 class-wide [1] 40:12 10,11 20:19 32:19 71:15 day [3] 42:14 52:25 74:12 Dictionary [1] 64:12 "
"C 40:2,22,24 46:15 47:18 48:","change [5] 30:4 48:4 50:12 classic [5] 53:8 54:7 57:9 72:16,18 deal [1] 34:22 difference [4] 27:24 44:19 "
"C 40:2,22,24 46:15 47:18 48:","65:16 66:9 61:8,10 considerations [1] 27:9 dealing [2] 10:9 59:8 54:23 72:13 "
"C 40:2,22,24 46:15 47:18 48:",changed [2] 4:23 6:24 clause [1] 70:12 consistent [2] 52:5 66:20 debts [1] 5:5 different [13] 7:8 12:25 14: 
"C 40:2,22,24 46:15 47:18 48:",changing [2] 29:24 30:15 clear [7] 35:17 44:7 54:11 consolidated [1] 4:5 decide [1] 68:7 15 18:16 20:12 21:23 30:6 
"C 40:2,22,24 46:15 47:18 48:","characteristic [1] 32:14 60:10 61:18 66:10,24 constituted [1] 47:9 decided [3] 43:11 57:4 73: 41:3 45:8 52:14,15 53:10 "
"C 40:2,22,24 46:15 47:18 48:","characteristics [6] 25:15, clearest [1] 32:17 consultants [1] 4:23 6 75:12 "
"C 40:2,22,24 46:15 47:18 48:","19 51:1,2 56:10 57:2 clips [1] 33:25 consumers [4] 5:5,8 7:12 deciding [1] 22:24 differently [2] 6:3 38:2 "
"C 40:2,22,24 46:15 47:18 48:","characterization [1] 66: close [1] 17:9 23:23 decision [5] 5:11,16 48:7 directly [3] 10:19 15:13 74: "
"C 40:2,22,24 46:15 47:18 48:",13 closing [1] 73:22 context [2] 64:19 70:5 70:1 74:17 25 
"C 40:2,22,24 46:15 47:18 48:",characterized [1] 66:5 coincidence [1] 15:19 contracts [1] 61:16 declaration [1] 58:11 disagree [4] 35:19 48:14 
"C 40:2,22,24 46:15 47:18 48:","check [80] 4:16,17 5:22 7:1 colleagues [1] 8:13 contrast [2] 6:13 40:10 deduct [1] 49:10 49:1 51:11 "
"C 40:2,22,24 46:15 47:18 48:","12:12,12 16:9,9 17:15 19: collect [5] 10:18 16:15 19: control [5] 22:19 23:15 30: Defendant [2] 1:13 4:21 disaster [1] 25:2 "
"C 40:2,22,24 46:15 47:18 48:","15 21:15 22:5,12,25 23:17 4 28:21 42:6 11 61:23 77:16 Defendants [1] 1:7 disburse [1] 40:1 "
"C 40:2,22,24 46:15 47:18 48:",Heritage Reporting Corporation 
"C 40:2,22,24 46:15 47:18 48:",Sheet 2 business - disburse Official 
"C 40:2,22,24 46:15 47:18 48:",81
"C 40:2,22,24 46:15 47:18 48:","disclaim [1] 75:14 enacting [1] 37:17 existed [6] 14:15 20:10,11 finish [1] 23:13 GORSUCH [16] 20:24 21:2, "
"C 40:2,22,24 46:15 47:18 48:","discrete [1] 8:1 enactment [1] 37:23 45:15 50:1 54:16 firm [1] 68:8 23 22:16,22 23:2,6,7,12 33: "
"C 40:2,22,24 46:15 47:18 48:","discuss [1] 45:21 Encyclopedia [2] 45:20 existing [3] 42:24 45:6 49: first [11] 4:25 5:1 8:25 9:5 2,3 58:8 59:19,25 60:4 71: "
"C 40:2,22,24 46:15 47:18 48:",discusses [1] 59:5 68:19 2 15:16 20:16 24:10 53:13 1 
"C 40:2,22,24 46:15 47:18 48:",discussing [1] 60:21 end [1] 52:16 exists [1] 11:25 60:18 73:18 75:12 Gorsuch's [1] 20:15 
"C 40:2,22,24 46:15 47:18 48:",disposition [4] 15:10 58: endeavor [1] 66:23 expense [1] 37:14 fit [2] 70:20 71:11 got [9] 17:8 21:5 24:2 26: 
"C 40:2,22,24 46:15 47:18 48:","12,17 59:21 endorsed [2] 64:9,13 expenses [1] 75:23 fits [1] 66:13 10,12 62:22 64:6,18,22 "
"C 40:2,22,24 46:15 47:18 48:","dispute [1] 14:3 endorsee [1] 64:14 expert [4] 38:19 55:9 74:21, Five [1] 73:17 Gram [1] 48:9 "
"C 40:2,22,24 46:15 47:18 48:","disputed [25] 5:6 6:20 9:3, engaging [1] 4:22 23 fix [11] 5:10 10:7,7 12:10 grandchildren [1] 55:16 "
"C 40:2,22,24 46:15 47:18 48:","5,14,24 10:6 11:2,10,22 12: England [1] 77:13 experts [4] 24:3 38:18 60: 18:12 27:11 36:7,9 74:11, grandparents [1] 55:15 "
"C 40:2,22,24 46:15 47:18 48:","1,6 26:4,9,19 27:10,22 31: English [1] 41:4 14 64:1 16 76:22 guess [7] 19:25 23:2 25:11 "
"C 40:2,22,24 46:15 47:18 48:","23 34:21 35:7,8,19 41:19, enough [2] 13:6 64:11 explain [4] 38:14 60:15 76: floor [2] 43:17,22 29:12 48:13 66:22 71:7 "
"C 40:2,22,24 46:15 47:18 48:","20 78:8 ensure [2] 50:10,12 12,13 focus [1] 33:15 gulf [2] 14:3 26:3 "
"C 40:2,22,24 46:15 47:18 48:",disputes [1] 66:3 entire [2] 14:22 63:14 explained [1] 64:24 focusing [1] 71:14 guys [1] 69:23 
"C 40:2,22,24 46:15 47:18 48:",distinct [1] 24:19 entirely [2] 53:6 66:20 explains [1] 75:24 following [1] 29:20 H distinction [4] 26:14 40:12 entirety [1] 47:12 Express [1] 21:12 follows [1] 49:21 
"C 40:2,22,24 46:15 47:18 48:",46:24 48:25 entitled [1] 37:22 expressed [1] 43:18 force [1] 77:22 hallmarks [1] 26:20 
"C 40:2,22,24 46:15 47:18 48:","doctrine [1] 6:6 enumerate [2] 20:13 32:21 extent [5] 11:1 12:7 17:3 forget [1] 77:14 hand [2] 45:1,3 "
"C 40:2,22,24 46:15 47:18 48:","document [3] 29:25 30:1, enumerated [1] 24:14 61:15 72:11 form [1] 21:21 Hand's [1] 73:5 "
"C 40:2,22,24 46:15 47:18 48:","15 enumeration [1] 15:25 extra [1] 13:13 formalistic [1] 9:15 happened [6] 7:11,19 10: "
"C 40:2,22,24 46:15 47:18 48:","documents [1] 26:17 equipoise [1] 6:4 extreme [1] 15:19 formality [2] 32:10,13 24 36:11 51:12 72:3 "
"C 40:2,22,24 46:15 47:18 48:",doing [2] 11:20 49:9 
"C 40:2,22,24 46:15 47:18 48:","dollar [2] 34:22,23 equity [9] 10:4 11:10,25 12: "
"C 40:2,22,24 46:15 47:18 48:","9,16 27: 8 74:15,19 78:12 F forwards [1] 53:1 "
"C 40:2,22,24 46:15 47:18 48:",found [3] 4:13 6:4 35:20 happening [1] 54:24 
"C 40:2,22,24 46:15 47:18 48:",happens [4] 12:15 13:23 
"C 40:2,22,24 46:15 47:18 48:","dollars [3] 19:23 20:5 25:3 escheat [7] 23:25 37:8,20 face [1] 29:20 four [1] 5:1 28:4 58:19 "
"C 40:2,22,24 46:15 47:18 48:","done [4] 25:9 43:5 74:12 43:1 57:17,19 73:7 fact [7] 10:20 20:6 35:6 46: fourth [2] 5:25 76:1 hard [2] 36:8 56:13 "
"C 40:2,22,24 46:15 47:18 48:",78:11 escheatment [8] 6:15 10: 2 51:16 67:9 72:23 framed [1] 53:24 hardly [2] 38:17 46:5 
"C 40:2,22,24 46:15 47:18 48:","doubly [2] 66:10,23 25 17:1 35:4 36:14 56:7 factors [1] 27:19 frankly [1] 42:1 harm [4] 68:6,6 69:6,17 "
"C 40:2,22,24 46:15 47:18 48:",doubt [3] 8:2 14:18 77:23 65:22 71:16 facts [1] 43:25 frequent [1] 39:17 head [1] 11:13 
"C 40:2,22,24 46:15 47:18 48:",down [2] 17:10 74:25 escheators [1] 12:4 failed [1] 66:23 frequently [1] 45:22 heading [1] 27:17 
"C 40:2,22,24 46:15 47:18 48:","draft [2] 56:3 69:13 ESQ [3] 3:3,6,9 fair [3] 17:23 62:25 63:1 friend [10] 13:20 42:3 43:9, hear [1] 4:3 "
"C 40:2,22,24 46:15 47:18 48:",drafting [2] 51:5 66:3 ESQUIRE [1] 2:2 fall [6] 4:20 5:21 7:19 8:19 16 44:25 71:9 74:21 75:10 heard [1] 34:25 
"C 40:2,22,24 46:15 47:18 48:","drafts [2] 8:16 15:14 essentially [4] 48:2 59:10 32:6 57:17 77:18,24 Help [2] 21:17 23:19 "
"C 40:2,22,24 46:15 47:18 48:",draw [1] 61:22 67:12 76:21 falling [1] 32:5 friend's [4] 10:4 12:8 24: hiccup [3] 17:9 36:4 73:23 
"C 40:2,22,24 46:15 47:18 48:","drawee [1] 62:1 ET [4] 1:9 2:5 3:7 37:2 falls [1] 8:22 21 62:22 high [2] 45:2,4 "
"C 40:2,22,24 46:15 47:18 48:","drawing [4] 54:21,25 61:6, even [18] 5:19 17:15 19:21 familiar [2] 21:14,16 friends [4] 8:4 13:14 16:7 high-dollar [1] 47:21 "
"C 40:2,22,24 46:15 47:18 48:","8 29:11 32:3 35:23 40:13,15, fares [1] 38:9 35:18 higher [2] 48:16,21 "
"C 40:2,22,24 46:15 47:18 48:","drawn [9] 21:2 39:23 40:2 20 47:10 48:4 55:2 57:17 FDA [19] 5:10,17,20 7:20 9: front [2] 29:15,17 highlight [1] 59:8 "
"C 40:2,22,24 46:15 47:18 48:","41:1 45:6 49:2,7,13,14 60:15,24 69:21 70:9 74:10 17 14:4 15:21 18:16 28:3 front-line [1] 50:11 history [5] 65:14 66:2,3,21 "
"C 40:2,22,24 46:15 47:18 48:","drew [1] 5:13 everybody [1] 67:18 32:5 37:5,17,23,25 38:8,16 function [3] 37:25 51:9 65: 76:20 "
"C 40:2,22,24 46:15 47:18 48:","driving [1] 43:21 everyday [1] 39:18 53:12 57:18 77:16 19 hold [2] 59:13,16 "
"C 40:2,22,24 46:15 47:18 48:",due [2] 5:13 17:2 Everything [6] 15:22 16:6 FDA's [1] 6:1 functional [1] 61:16 holder [2] 42:12 65:2 
"C 40:2,22,24 46:15 47:18 48:","dueling [1] 13:21 35:25 36:11 44:13 76:14 features [4] 33:9,10,15 40: functions [1] 50:24 holding [1] 59:10 "
"C 40:2,22,24 46:15 47:18 48:","duty [1] 17:13 evidence [1] 19:20 21 fundamentally [2] 29:24 holds [3] 42:14,17 72:9 "
"C 40:2,22,24 46:15 47:18 48:",E exact [2] 7:7 37:22 
"C 40:2,22,24 46:15 47:18 48:","exactly [10] 13:17 15:4,17 feels [1] 26:22 "
"C 40:2,22,24 46:15 47:18 48:",fellow [1] 37:14 52:16 
"C 40:2,22,24 46:15 47:18 48:","funds [7] 42:12 54:21,25 home [2] 44:5 72:25 "
"C 40:2,22,24 46:15 47:18 48:",honestly [1] 13:12 
"C 40:2,22,24 46:15 47:18 48:","each [1] 19:12 21:18,19 31:9 33:20 52:18 few [1] 39:2 61:6,8,22 65:1 Honor [22] 19:16 28:8 31:5 "
"C 40:2,22,24 46:15 47:18 48:","earlier [3] 27:5 33:5 60:20 76:5 77:4 field [4] 49:24 71:7,8 76:4 further [2] 30:20 68:2 39:4 40:7 43:3 44:11,23 "
"C 40:2,22,24 46:15 47:18 48:",easier [1] 73:6 example [14] 7:16 19:21 fighting [1] 35:7 future [1] 6:16 45:10 48:19 49:19 53:24 
"C 40:2,22,24 46:15 47:18 48:",easiest [3] 10:7 12:10 39:5 
"C 40:2,22,24 46:15 47:18 48:",easily [1] 73:19 24:15 30:8 31:16 39:6 40: 
"C 40:2,22,24 46:15 47:18 48:","22 48:5,6 56:25 63:15 64: figure [3] 23:23 33:8 63:6 "
"C 40:2,22,24 46:15 47:18 48:",figuring [1] 33:15 G 54:4 55:8 56:17 57:24 60: 
"C 40:2,22,24 46:15 47:18 48:",1 63:1 65:25 67:2 68:14 
"C 40:2,22,24 46:15 47:18 48:",easy [4] 13:11 18:12 27:11 25 72:3 76:7 filed [1] 75:19 game [1] 73:5 70:4 
"C 40:2,22,24 46:15 47:18 48:","74:11 examples [1] 24:13 final [3] 8:12 71:4,17 gave [1] 30:8 horribles [5] 39:3 69:8,10, "
"C 40:2,22,24 46:15 47:18 48:","effect [1] 32:11 except [2] 21:21 47:25 finally [2] 41:8 77:2 General [2] 2:4 24:6 18,20 "
"C 40:2,22,24 46:15 47:18 48:","effective [2] 30:25 31:7 exception [4] 5:22 23:9 32: financial [26] 6:16 15:12, generally [5] 18:10 30:10 However [5] 4:22 26:3 42: "
"C 40:2,22,24 46:15 47:18 48:","eight-factor [1] 24:2 7 66:4 25 25:8 37:8,11 41: 25 42: 45:5 48:15 52:4 8 63:5 72:2 "
"C 40:2,22,24 46:15 47:18 48:","either [2] 55:20 70:13 exceptions [2] 38:24 61:2 16 47:4,17,21 49:5,11 51: generic [1] 22:3 huge [1] 65:20 "
"C 40:2,22,24 46:15 47:18 48:","ejusdem [1] 33:7 exclude [3] 38:15 56:13 65: 18 52:22 53:2,5 54:22 61: generis [1] 33:7 Hunt [8] 31:11,14,15,18,21 "
"C 40:2,22,24 46:15 47:18 48:","electrician [1] 39:22 18 10,17,18 63:24 64:4 68:20 generous [1] 67:2 64:24 75:6 76:25 "
"C 40:2,22,24 46:15 47:18 48:","emphasis [1] 6:8 excluded [2] 11:5 38:7 78:2,9 getting [3] 7:14 13:12 17:2 hyperbole [2] 25:4,4 "
"C 40:2,22,24 46:15 47:18 48:","emphasize [1] 67:8 excuse [2] 26:5 76:2 find [4] 17:13,15 19:4 34:3 gift [6] 55:22,24 56:11,11 hypothetical [3] 7:6,20 30: "
"C 40:2,22,24 46:15 47:18 48:","employee [3] 26:12,15 32: exempted [2] 32:2 34:20 finding [2] 18:19 27:8 57:16 77:7 10 "
"C 40:2,22,24 46:15 47:18 48:",10 exemption [1] 4:20 findings [3] 11:18 34:8 43: give [2] 34:8 44:13 I employees [1] 5:23 
"C 40:2,22,24 46:15 47:18 48:",enacted [1] 37:6 exempts [1] 4:14 
"C 40:2,22,24 46:15 47:18 48:","exist [4] 46:13,14,19,22 25 "
"C 40:2,22,24 46:15 47:18 48:",fine [1] 21:6 given [1] 62:4 
"C 40:2,22,24 46:15 47:18 48:",gives [3] 19:17 32:19 62:7 idea [1] 62:23 
"C 40:2,22,24 46:15 47:18 48:",Heritage Reporting Corporation 
"C 40:2,22,24 46:15 47:18 48:",Sheet 3 disclaim - idea Official 
"C 40:2,22,24 46:15 47:18 48:",82
"C 40:2,22,24 46:15 47:18 48:","identify [1] 52:7 11 49:10,12,18 50:13 51: 23 7:18,21 8:3,12,21 10:12 labeling [1] 52:2 29:12 31:11 32:16 76:18 "
"C 40:2,22,24 46:15 47:18 48:","illustration [3] 15:14,23,24 15 52:21,24 53:20,22 54: 11:8 12:15,20 13:3,9 14:9 labels [10] 7:12 22:18,24 looking [3] 34:6 44:13 50:9 "
"C 40:2,22,24 46:15 47:18 48:","implicated [1] 33:13 16 55:12,21 56:2 57:11 61: 15:4 16:4,8,14,19,24 17:19, 23:8,15,21,25 24:6,10 30: looks [1] 8:17 "
"C 40:2,22,24 46:15 47:18 48:","implied [3] 58:17,22 59:20 4 62:19 63:25 64:4,7,14,16 20,21,23 18:18 19:3,6,24 11 loopholes [1] 49:25 "
"C 40:2,22,24 46:15 47:18 48:","important [3] 7:12 26:13 78:9 20:15,18,24 21:2,5,19,23 lacks [1] 47:23 lot [6] 18:2 23:16 39:7 54: "
"C 40:2,22,24 46:15 47:18 48:","31:10 instrument' [1] 21:10 22:16,22 23:2,6,7,11,12 24: language [8] 5:2 8:15 15: 10 57:21 73:23 "
"C 40:2,22,24 46:15 47:18 48:","importantly [2] 6:3 31:17 instrument-by-instrume 8 25:11,18 26:22 27:3,4,25 17,20 21:5 49:8 56:18 70: low [2] 45:1 47:1 "
"C 40:2,22,24 46:15 47:18 48:","impose [4] 9:18 11:17 18: nt [1] 73:25 28:3,6,12,15,17,20 29:1,5, 18 low-dollar [11] 43:14,23 "
"C 40:2,22,24 46:15 47:18 48:","21 20:7 instruments [109] 4:15 5:6, 9,13 30: 7,9,18,20,21,22,22, large [1] 12:4 45:22,24 46:6 47:2,5,15 "
"C 40:2,22,24 46:15 47:18 48:","impression [1] 62:21 13,17,21 6:21 7:5 8:1 9:3, 23 32:9,24,25,25 33:2,3,4, large-dollar [1] 18:24 51:19 68:21 72:17 "
"C 40:2,22,24 46:15 47:18 48:","incentive [4] 19:2 35:1 71: 6,14,22,24 10:6 11:2,6,11, 5 34:1,7,11,12,12,14,15,15, large-money [1] 71:11 M 12 72:1 21,22 12:1,7 14:24 15:7 17 35:14,16 36:20,21 37:3 larger [3] 5:9 18:25 34:22 "
"C 40:2,22,24 46:15 47:18 48:","incentivizes [2] 17:5 77:3 16:5 18:23,25 21:4 22:9 39:1 40:4,18 41: 18 42:18 larger-dollar [6] 31:25 34: made [4] 18:18 48:7 52:3 "
"C 40:2,22,24 46:15 47:18 48:","include [4] 33:18 35:1 57:8 24:24 25:15 26:4,19 27: 10, 44:6,12,17,24 46:7,9,17 48: 19 35:2,10 72: 2,4 68:14 "
"C 40:2,22,24 46:15 47:18 48:","70:17 15,18,22 31:23 34:22 35:7, 1,12,24 49:16 50:4,7,14,21 last [7] 12:19 14:6 20:20 32: maintain [2] 42:6 43:9 "
"C 40:2,22,24 46:15 47:18 48:","included [4] 47:17 56:15 8,19 37: 8,12,19,20,25 38:3, 53:9,25 55: 4,14,24 56:12 4 33:12 77:2,17 maintenance [1] 44:2 "
"C 40:2,22,24 46:15 47:18 48:","75:9 77:1 15 40:9,10,19 41:11,12,19, 57:16 58:8 59:19,25 60:4 late [2] 45:19 68:18 Mann [2] 74:23 75:1 "
"C 40:2,22,24 46:15 47:18 48:","includes [2] 68:19,21 20 42:5 43:15,21,23 44:4, 62:21 65:13 66:22 67:17, later [2] 37:16,21 many [5] 4:21 8:18 19:12, "
"C 40:2,22,24 46:15 47:18 48:","including [3] 12:8 15:13 19 46:15,16 47:2,3,17,20 25 68:2,3,4,4,5,11 69:2,9, Laughter [5] 20:17 21:1 63: 25 39:17 "
"C 40:2,22,24 46:15 47:18 48:","38:19 49:14 51:17,23,25 54:10, 22 70:24,25,25 71:1,2,3,4, 3 66:25 67:21 market [5] 45:13,15 47:12, "
"C 40:2,22,24 46:15 47:18 48:","inclusion [1] 65:15 11 56:6,8,20,25 57: 1,3,12 5 73:10,11,17,18,24 74:3 laundering [1] 35:25 13 52:16 "
"C 40:2,22,24 46:15 47:18 48:","incorporation [5] 12:17 60:15 61:13,21 62:15 63: 75:5 76:1,2,3,9 77:4,10 78: law [27] 4:14 6:7 10:23 12: marketed [1] 38:2 "
"C 40:2,22,24 46:15 47:18 48:","13:22 37:10,14 77:15 19 65:19 68:20,22 70:12, 5,15 18 13:7,10,11,15 14:7,11, marketing [3] 38:2 44:22 "
"C 40:2,22,24 46:15 47:18 48:","increase [6] 9:23 11:14,20 16,19,22 71:11,16,22 72:2, justification [1] 41:7 13,16,23 15:6 17:4 24:3 45:9 "
"C 40:2,22,24 46:15 47:18 48:","15:1 18:23 27:15 4,9,18,20,21,23 73:7 74:5, justified [2] 44:3 72:22 35:3 44:7 57:19,25 62:6, Master [1] 59:22 "
"C 40:2,22,24 46:15 47:18 48:","increasing [1] 5:13 8 76:14 77:6 78:2,8 justify [3] 13:6 37:24 38:4 14 64:12 71:24 77:3,9,21 Master's [2] 38:24 68:7 "
"C 40:2,22,24 46:15 47:18 48:",incredibly [1] 25:7 
"C 40:2,22,24 46:15 47:18 48:",indeed [2] 7:2 15:18 instrupents [1] 24:24 
"C 40:2,22,24 46:15 47:18 48:",intended [2] 21:9 70:17 K Lawrence [1] 32:15 
"C 40:2,22,24 46:15 47:18 48:","lawsuits [1] 75:19 matter [6] 1:18 23:21,21 38: "
"C 40:2,22,24 46:15 47:18 48:",13 44:21 61:16 
"C 40:2,22,24 46:15 47:18 48:","independently [1] 6:5 intending [1] 71:6 KAGAN [14] 25:11,18 26: Learned [1] 73:4 matters [1] 9:16 "
"C 40:2,22,24 46:15 47:18 48:",indicate [1] 58:10 interest [1] 59:18 22 27:3 28:6 40:4 49:16 least [7] 25:3 42:4 45:4 63: mean [16] 6:25 10:17 12:21 
"C 40:2,22,24 46:15 47:18 48:","indicates [3] 31:3 35:8 55: intermediary [1] 65:1 50:4,7,14 56:12 66:22 70: 6,9,11 70:4 16:3,3,5 19:8 21:7 23:7,13 "
"C 40:2,22,24 46:15 47:18 48:",1 interpretation [4] 6:11 13: 25 71:5 leaving [1] 49:25 26:22 40:4 42:20 50:15 62: 
"C 40:2,22,24 46:15 47:18 48:",indication [1] 14:20 25 24:22 33:23 Kagan's [1] 33:5 led [1] 37:23 14 72:11 
"C 40:2,22,24 46:15 47:18 48:","indifferent [2] 18:7,10 invited [4] 9:18 13:3 27:13 KATYAL [48] 2:2 3:3,9 4:6, left [2] 49:17 76:13 meaning [2] 30:15 32:19 "
"C 40:2,22,24 46:15 47:18 48:","inequitable [4] 10:25 35:4 74:1 7,9 6:17,23 8:2,21 11: 8 13: legislative [4] 65:14 66:2, means [13] 17:12 33:16 34: "
"C 40:2,22,24 46:15 47:18 48:","65:22 71:15 invocation [1] 31:21 1 14:17 16:12,15,21 18:4 21 76:19 4 42:11 62:18 65:9 67:11, "
"C 40:2,22,24 46:15 47:18 48:","inequities [1] 13:5 isn't [6] 9:1 15:22 26:1 27:6 19:16 20:2,18 21: 3,18 22: length [1] 39:17 19 75:6,7,8 76:12,13 "
"C 40:2,22,24 46:15 47:18 48:","inequity [4] 13:10 14:24 37: 30:16 31:1 21,23 23:5,10,20 25:17,24 less [2] 68:6 69:9 meant [5] 37:13 60:24 63:7, "
"C 40:2,22,24 46:15 47:18 48:","17 71:23 isolated [1] 74:7 27:2 28:8,13,16,19,23 29:3, Leval [6] 8:9 15:18 31:10 14 67:23 "
"C 40:2,22,24 46:15 47:18 48:","inflation [1] 46:5 issue [7] 36:17 39:8,22 40: 7,10 30: 9 31:5 32:12 33: 46:1 51:21 58:25 mechanism [1] 64:25 "
"C 40:2,22,24 46:15 47:18 48:","information [39] 10:1,10, 2 47:20 58:24 59:24 17 34:2 35:14,17 73:13,14, Leval's [1] 68:14 meet [7] 39:22 50:2 53:17 "
"C 40:2,22,24 46:15 47:18 48:","14,18,21 11:23 12:11 16: issued [7] 12:13 28:15,17 16 liability [2] 31:1 55:11 55:2 60:15 61:21 63:12 "
"C 40:2,22,24 46:15 47:18 48:","10,16,18,24 17:8,16,25 18: 40:25 53:14 54:2 62:15 Katyal's [2] 39:2 50:16 liable [5] 15:13 26:15 31:4 meets [1] 69:5 "
"C 40:2,22,24 46:15 47:18 48:","2,19 20: 3 25:25 26:1 27:6, issuer [7] 26:18 42:12 55: KAVANAUGH [3] 33:4 34: 55:10 74:25 members [1] 43:18 "
"C 40:2,22,24 46:15 47:18 48:","21 28:21,24 35:2,12,20 36: 13 60:13 63:22 65:8 72:7 1,11 light [1] 72:22 mention [1] 53:9 "
"C 40:2,22,24 46:15 47:18 48:","2,5 42:6,8,10,20,25 43:8,9 issuer's [2] 37:10,13 keep [8] 34:19 42:11,24,24 likely [2] 21:9 51:4 mentioned [3] 60:8,20 62: "
"C 40:2,22,24 46:15 47:18 48:","44:9 66:18 72:11 73:20 issuers [1] 37:11 54:5 57:23 72:1,5 limit [2] 48:20 57:4 10 "
"C 40:2,22,24 46:15 47:18 48:","information's [1] 73:21 issues [1] 59:3 keeping [1] 43:8 limitation [2] 15:14,24 merely [2] 31:3 52:22 "
"C 40:2,22,24 46:15 47:18 48:","informational [3] 17:9 36: items [3] 15:1 33:25 54:23 kept [8] 37:12,19 41:13,21 limited [7] 19:11 21:23 26: might [11] 5:15 22:5,6 23: "
"C 40:2,22,24 46:15 47:18 48:","4 73:23 itself [3] 14:14 30:16 52:17 57:14 70:22 72:10,19 17 29:11,21 30:1 45:5 13 29:23 50:14 51:9,14 55: "
"C 40:2,22,24 46:15 47:18 48:",ink [1] 39:7 
"C 40:2,22,24 46:15 47:18 48:","instance [6] 39:20 45:17 J key [4] 5:11 27:24 33:9,10 "
"C 40:2,22,24 46:15 47:18 48:",kind [5] 26:2 33:6 43:8 58: limits [3] 19:22 47:5 51:19 
"C 40:2,22,24 46:15 47:18 48:",line [1] 6:15 10 67:23 71:6 
"C 40:2,22,24 46:15 47:18 48:",million [1] 38:4 
"C 40:2,22,24 46:15 47:18 48:","49:13 64:8 69:8 70:7 JACKSON [21] 10:12 11:8 9 77:4 literally [1] 74:17 millions [2] 25:2,2 "
"C 40:2,22,24 46:15 47:18 48:","Instead [6] 39:16 44:1 49:9 12:15,20 14:9 15:4 18:18 kinds [2] 56:13 58:24 litigated [1] 58:23 mind [3] 4:24 51:6,7 "
"C 40:2,22,24 46:15 47:18 48:","61:24 64:2 70:11 34:7,16,17 35:15,16 36:20 knowledge [1] 32:20 litigation [4] 22:10 73:25 minimum [1] 51:22 "
"C 40:2,22,24 46:15 47:18 48:","institution [9] 42:1,16 52: 8, 41:18 55:4 65:13 71:3,4 known [3] 33:12 67:18,23 75:16 78:6 minor [2] 65:16,23 "
"C 40:2,22,24 46:15 47:18 48:","22 53:2,5 54:22 61:10,18 73:10 76:3,9 knows [1] 75:5 Little [6] 2:4 18:6 23:9,9 25: minutes [2] 32:4 39:2 "
"C 40:2,22,24 46:15 47:18 48:","institutions [7] 47:4,18,21 Jackson's [1] 27:4 L 3 65:17 misreading [1] 74:23 "
"C 40:2,22,24 46:15 47:18 48:",49:5 51:18 61:17 68:20 
"C 40:2,22,24 46:15 47:18 48:","instrument [48] 4:17 7:7,9 "
"C 40:2,22,24 46:15 47:18 48:","9:6 22:1 24:10 25:21,23 "
"C 40:2,22,24 46:15 47:18 48:","26:2,9 28:10 29:19 30:13, "
"C 40:2,22,24 46:15 47:18 48:","17 31:2 33:6 39:13,15,16, "
"C 40:2,22,24 46:15 47:18 48:","25 40:25 41:2,5 46:6 48:5, jeopardize [1] 36:10 "
"C 40:2,22,24 46:15 47:18 48:",Judge [7] 8:9 15:18 31:10 
"C 40:2,22,24 46:15 47:18 48:",46:1 51:21 58:25 68:14 
"C 40:2,22,24 46:15 47:18 48:",judging [1] 40:8 
"C 40:2,22,24 46:15 47:18 48:",jumbling [1] 55:7 
"C 40:2,22,24 46:15 47:18 48:","JUSTICE [159] 4:3,10 6: 17, label [13] 6:24 7:2,16 21: 22, "
"C 40:2,22,24 46:15 47:18 48:",25 25:13 28:10 30:13 47: 
"C 40:2,22,24 46:15 47:18 48:",25 48:3 50:12 52:14 54:12 
"C 40:2,22,24 46:15 47:18 48:","labeled [5] 5:4,7 29:17 46: "
"C 40:2,22,24 46:15 47:18 48:",16 52:5 loan [1] 40:1 
"C 40:2,22,24 46:15 47:18 48:",local [2] 53:15 54:2 
"C 40:2,22,24 46:15 47:18 48:",long [1] 69:23 
"C 40:2,22,24 46:15 47:18 48:","longer [3] 48:3,10,11 "
"C 40:2,22,24 46:15 47:18 48:",longstanding [1] 6:14 
"C 40:2,22,24 46:15 47:18 48:",look [8] 7:1 15:8 17:6 18:9 missed [1] 50:8 
"C 40:2,22,24 46:15 47:18 48:",Mm-hmm [1] 34:1 
"C 40:2,22,24 46:15 47:18 48:",Model [2] 15:9 52:11 
"C 40:2,22,24 46:15 47:18 48:",modern [1] 55:18 
"C 40:2,22,24 46:15 47:18 48:",moment [1] 46:25 
"C 40:2,22,24 46:15 47:18 48:",Monday [1] 1:16 
"C 40:2,22,24 46:15 47:18 48:",Heritage Reporting Corporation 
"C 40:2,22,24 46:15 47:18 48:",Sheet 4 identify - Monday Official 
"C 40:2,22,24 46:15 47:18 48:",83
"C 40:2,22,24 46:15 47:18 48:","money [139] 4:15 5:2,4,7,9 NICHOLAS [3] 2:4 3:6 37: 21,22,25 7:23 8:4,17,18 9: paid [2] 64:6,22 position [4] 48:9 53:19 74: "
"C 40:2,22,24 46:15 47:18 48:","6:18,21,21,25 7:11,23 8:4, 1 12 12:23 19:19 21:17,20 paper [3] 26:16 33:25 34:5 22,24 "
